charge,smiles,b,s,o,n,homo,lumo,gap,sheafHOMO,sheafLUMO,sheafGAP,electrons
0,[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1c([H])c3bc([H])c4c([H])c([H])c5c([H])c([H])c6c([H])c([H])c([H])c([H])c6c5c4c3c([H])c12,1,0,0,0,-6.3894,-0.8193,5.5701,1.8844,2.6353,0.7508999999999999,29.0
0,[H]B1c2c(bc([H])c3c([H])c([H])c([H])c([H])c23)-c2c([H])bc3c([H])bc4c([H])c([H])c5c6c([H])c7c(c([H])c6c([H])c([H])c5c4c3c21)=C([H])C=7[H],4,0,0,0,-6.0712,-1.1142,4.957,2.04,2.1225,0.08250000000000002,31.0
0,[H]c1bc2c([H])c([H])c3c4c(c([H])c([H])c3c2bc1[H])-c1c([H])c([H])c2bc([H])c3c([H])c([H])c([H])c([H])c3c2c1-4,3,0,0,0,-6.1828,-1.0802,5.102600000000001,1.7266,2.2802,0.5535999999999999,25.0
0,[H]B1C([H])=C([H])B([H])c2c1c1bc([H])c([H])c([H])c1c1c2c([H])c([H])c2c1c([H])c([H])c1c([H])c([H])c3c4c(c([H])bc3c12)-c1bc([H])c([H])c([H])c1B4[H],6,0,0,0,-6.5951,-2.427,4.168100000000001,1.7953,1.8601,0.06480000000000019,31.0
0,[H]B1c2c(c([H])c3bc4c([H])c5c([H])c6c([H])c([H])c([H])c([H])c6c([H])c5c([H])c4bc3c2[H])-c2c1c([H])c([H])c1c([H])c([H])c([H])c([H])c21,3,0,0,0,-5.5067,-1.6865,3.8202,1.8241,1.9537,0.12959999999999994,30.0
0,[H]B1C2=c3c(bc([H])c4c([H])c([H])c([H])c([H])c34)=C2c2bc3c(bc21)c1bc([H])c([H])bc1c1c([H])c2bc([H])c([H])bc2c([H])c31,8,0,0,0,-5.9564,-2.0104,3.946,1.4892,1.6623,0.17310000000000003,27.0
0,[H]B1c2bc([H])c([H])bc2B([H])c2c1c([H])c1bc3c([H])c4c([H])c([H])c([H])c([H])c4c([H])c3bc1c2[H],6,0,0,0,-5.4767,-1.3484,4.1283,1.3132,1.6045,0.2913000000000001,20.0
0,[H]B1C([H])=C([H])c2c1c([H])c([H])c1bc3bc([H])c4c([H])c([H])c([H])c([H])c4c3bc21,4,0,0,0,-5.734,-1.9228,3.8112,1.5803,1.925,0.3447,17.0
0,[H]B1c2bc3c([H])c([H])c([H])c([H])c3bc2B([H])c2c1c1c([H])c([H])c([H])c([H])c1c1c([H])c3c([H])c4c([H])c([H])c([H])c([H])c4c([H])c3c([H])c21,4,0,0,0,-6.1833,-1.7125,4.4708000000000006,1.6828,1.8673,0.1844999999999999,30.0
0,[H]c1c([H])c([H])c2bc3c(bc2c1[H])c([H])c([H])c1c([H])c2bc4c(c([H])c([H])c5c([H])c([H])c([H])c([H])c54)c([H])c2bc13,4,0,0,0,-5.7191,-1.2197,4.4994,1.6331,1.8203,0.18720000000000003,26.0
0,[H]B1c2bc([H])c3c([H])c([H])c([H])c([H])c3c2-c2c1c1c([H])c([H])c([H])c([H])c1c1c2bc([H])c2c([H])c([H])c([H])c([H])c21,3,0,0,0,-6.0827,-2.3692,3.7135,1.7237,2.0898,0.36609999999999987,26.0
0,[H]c1bc2c(c([H])c1[H])c1c3c4c([H])c([H])c([H])c([H])c4c([H])c([H])c3c3c4c([H])c([H])c([H])c([H])c4c3c1c1c3c([H])c([H])c([H])c([H])c3c21,1,0,0,0,-6.1806,-1.2139,4.9667,2.3599,2.7558,0.3958999999999997,33.0
0,[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1c([H])c3c4bc5c([H])c6c([H])c7c([H])c([H])c7c([H])c6c([H])c5bc4c3c([H])c12,2,0,0,0,-6.3213,-1.0367,5.2846,1.8305,2.3111,0.48060000000000014,28.0
0,[H]B1c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2B([H])c2c1c([H])c1c3c([H])c([H])c([H])c([H])c3c3c([H])c4bc([H])c([H])bc4c([H])c3c1c2[H],4,0,0,0,-6.0587,-1.9312,4.1275,1.6828,1.8516,0.16879999999999984,30.0
0,[H]c1bc2c([H])c3c([H])c4c([H])c5c6bc7c([H])c8c9c([H])c([H])c([H])c([H])c9c8c([H])c7bc6c5c([H])c4c([H])c3c([H])c2bc1[H],4,0,0,0,-5.5495,-1.1652,4.3843,1.7932,1.8155,0.022299999999999986,30.0
0,[H]c1c([H])c([H])c2c(c1[H])=c1c([H])c3bc4c5c([H])c([H])c([H])c([H])c5c5c([H])c([H])c([H])c([H])c5c4c([H])c3c([H])c1=2,1,0,0,0,-6.4795,-0.5687,5.9108,2.1594,2.8014,0.6419999999999999,27.0
0,[H]B1c2bc3c([H])c4c(c([H])c3bc2-c2c1c1bc([H])c([H])c([H])c1c1c2=C([H])C=1[H])=c1bc([H])c2c([H])c([H])c([H])c([H])c2c1=4,5,0,0,0,-6.0706,-1.7085,4.3621,1.7472,1.9322,0.18499999999999983,28.0
0,[H]B1C([H])=C([H])c2c([H])bc3c([H])c([H])c4c5c([H])c6c([H])c7c([H])c8c([H])c9bc([H])c([H])c([H])c9c([H])c8bc7c([H])c6c([H])c5c5c([H])c([H])c([H])c([H])c5c4c3c21,4,0,0,0,-5.4746,-1.6877,3.7869,1.8543,1.94,0.08569999999999989,37.0
0,[H]c1bc2c([H])c([H])c3bc4c(bc3c2c([H])c1[H])c([H])c([H])c1c([H])c([H])c([H])c([H])c14,3,0,0,0,-5.7824,-0.9788,4.8036,1.7327,1.8199,0.08720000000000017,19.0
0,[H]c1bc2c([H])c([H])c3c([H])c([H])c4c(c3c2bc1[H])-c1bc2c([H])c3c([H])c([H])c([H])bc3c([H])c2bc1-4,5,0,0,0,-5.9967,-1.1331,4.8636,1.6007,1.7271,0.12640000000000007,23.0
0,[H]B1C([H])=C([H])c2c1c([H])c1c([H])c([H])c3c(c1c2[H])=c1c([H])c2c([H])c([H])c([H])c([H])c2bc1=3,2,0,0,0,-6.7239,-1.4374,5.2865,1.8465,2.1607,0.3141999999999998,21.0
0,[H]c1bc2c3bc4c([H])c([H])c([H])c([H])c4bc3c3c([H])c4c([H])c([H])c([H])c([H])c4c([H])c3c2bc1[H],4,0,0,0,-5.7897,-1.1429,4.6468,1.5019,1.817,0.31509999999999994,22.0
0,[H]B1C([H])=c2c([H])c3bc4c([H])c([H])c5c([H])c([H])c([H])c([H])c5c4bc3c([H])c2=C1[H],3,0,0,0,-6.1788,-2.3309,3.8479,1.6221,1.9241,0.3019999999999998,18.0
0,[H]B1c2bc3c([H])c([H])c([H])c([H])c3c([H])c2-c2c([H])c([H])c3c([H])c([H])c4c(c3c21)-c1c([H])c([H])c2c([H])c([H])c3bc([H])c([H])bc3c2c1-4,4,0,0,0,-6.0657,-1.5362,4.5295,1.9045,2.0959,0.1913999999999998,31.0
0,[H]c1bc2c([H])c3c([H])c4c5c([H])c([H])c([H])bc5c5c([H])c([H])c([H])c([H])c5c4c([H])c3c([H])c2bc1[H],3,0,0,0,-5.7929,-1.1194,4.673500000000001,1.8172,1.83,0.012800000000000145,23.0
0,[H]c1bc2c(bc1[H])c1c3bc4c(c([H])c([H])c5c([H])c([H])c([H])c([H])c54)c([H])c3c3bc4c([H])c([H])c([H])c([H])c4bc3c1c1c([H])c([H])c3c([H])c([H])c([H])c([H])c3c21,5,0,0,0,-5.5754,-1.4937,4.0817,1.7593,1.9232,0.16389999999999993,37.0
0,[H]c1c([H])c([H])c2c(c([H])bc3c([H])bc4c([H])c5c(c([H])c([H])c6c([H])c([H])c7c([H])c([H])c([H])c([H])c7c65)c([H])c4c32)c1[H],2,0,0,0,-6.4215,-1.0276,5.3939,1.8431,1.8866,0.043500000000000094,28.0
0,[H]B1C([H])=C([H])B([H])c2c1c([H])c1c([H])c3c4c(c5c([H])c6bc([H])c([H])bc6c([H])c5c3c([H])c1c2[H])B([H])C([H])=C([H])B4[H],6,0,0,0,-6.1316,-2.3452,3.7864,1.463,1.6308,0.16779999999999995,24.0
0,[H]c1c([H])c([H])c2c([H])c3c(bc2c1[H])c([H])c([H])c1c([H])c([H])c2c4c([H])c([H])c5c(c([H])c([H])c6c([H])c([H])c7c([H])c([H])c([H])c([H])c7c65)c4c([H])c([H])c2c13,1,0,0,0,-6.2233,-0.7721,5.4512,1.9296,2.5777,0.6481000000000001,37.0
0,[H]B1c2bc3c([H])c4c([H])c([H])c5c([H])c6c([H])c([H])c([H])c([H])c6c([H])c5c4c([H])c3bc2B([H])c2c([H])c([H])c([H])c([H])c21,4,0,0,0,-6.5628,-1.5201,5.0427,1.6569,1.8329,0.17599999999999993,26.0
0,[H]B1C([H])=C([H])c2c1c1c(c3c2c([H])c([H])c2c4c([H])c([H])c([H])c([H])c4c([H])c([H])c32)B([H])c2bc([H])c([H])bc2B1[H],5,0,0,0,-6.7484,-1.842,4.9064,1.5272,1.6832,0.15600000000000014,24.0
0,[H]B1c2c([H])c([H])c([H])c([H])c2-c2c1c([H])c1c(c2[H])c([H])c([H])c2c1bc([H])c1c([H])c([H])c3c([H])c([H])c([H])bc3c12,3,0,0,0,-6.4617,-1.6169,4.8448,1.7579,1.9587,0.2008000000000001,26.0
0,[H]B1C([H])=C([H])B([H])c2c1c([H])c([H])c1c([H])c([H])c3c4bc5c([H])c([H])c([H])c([H])c5c([H])c4c([H])c([H])c3c21,3,0,0,0,-6.3055,-1.8374,4.468100000000001,1.806,1.8387,0.03269999999999995,23.0
0,[H]B1c2bc3c(bc2B([H])c2c1c([H])c1c([H])c4bc([H])c([H])bc4c([H])c1c2[H])c1c2c([H])c([H])c([H])c([H])c2c([H])c([H])c1c1c([H])c2c([H])c([H])c([H])c([H])c2c([H])c31,6,0,0,0,-5.7983,-1.6614,4.136900000000001,1.5711,1.8058,0.23470000000000013,36.0
0,[H]B1C2=C(B([H])c3c(c([H])c([H])c4c3B([H])C([H])=C([H])B4[H])B2[H])B([H])c2c1bc1c([H])c3c(c([H])c1c2[H])C([H])=C([H])B3[H],8,0,0,0,-7.51,-2.6339,4.876099999999999,1.4675,1.5375,0.07000000000000006,21.0
0,[H]B1C([H])=C([H])c2c1c([H])c([H])c1c3c([H])c4bc([H])c([H])bc4bc3c3c4c([H])c([H])c5c(c4c([H])c([H])c3c21)=C([H])C=5[H],4,0,0,0,-5.6945,-1.6633,4.0312,1.9128,2.0205,0.10770000000000013,27.0
0,[H]c1c([H])c([H])c2c([H])c3c(bc2c1[H])c([H])c([H])c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c13,1,0,0,0,-6.201,-0.6835,5.5175,1.8229,2.5563,0.7333999999999998,21.0
0,[H]C1=C([H])c2c1c([H])c1c3bc4c([H])c([H])c([H])c([H])c4bc3c3c([H])c4c([H])c([H])c([H])c([H])c4c([H])c3c1c2[H],2,0,0,0,-5.6353,-0.9478,4.6875,1.8296,2.2845,0.4549000000000001,26.0
0,[H]B1c2c(c([H])c3c([H])c4c(c([H])c3c2[H])=c2c([H])c3c([H])c([H])c5c([H])c([H])c([H])c([H])c5c3c([H])c2=4)B([H])c2c1c([H])c1c([H])c([H])c3c([H])c([H])c([H])bc3c1c2[H],3,0,0,0,-6.884,-1.6606,5.2234,1.86,2.116,0.256,37.0
0,[H]B1C([H])=c2c3c(c4c([H])c([H])c5bc([H])c6c([H])c([H])c([H])c([H])c6c5c4c2=C1[H])B([H])C([H])=C([H])B3[H],4,0,0,0,-6.5538,-2.7133,3.8405,1.6539,1.9387,0.28480000000000016,21.0
0,[H]B1C([H])=C([H])C2=C1c1c3c(c4c(bc([H])c5c([H])c([H])c([H])c([H])c54)c1B2[H])B([H])C([H])=C([H])B3[H],5,0,0,0,-6.7136,-2.5949,4.1187,1.5628,1.773,0.21019999999999994,19.0
0,[H]B1C([H])=C([H])B([H])c2c1c([H])c1c([H])c3c([H])c4c([H])c([H])c5c6bc([H])c([H])c([H])c6c([H])bc5c4c([H])c3c([H])c1c2[H],4,0,0,0,-6.505,-1.8341,4.6709,1.683,1.8104,0.12739999999999996,26.0
0,[H]c1bc2c([H])bc3c([H])c4c5c([H])c([H])c([H])c([H])c5c5c([H])c([H])c6c([H])c([H])c([H])bc6c5c4c([H])c3c2bc1[H],4,0,0,0,-6.0119,-1.034,4.9779,1.5966,1.8599,0.2633000000000001,26.0
0,[H]C1=c2c([H])c3c([H])c4c([H])c5c([H])c([H])c6bc([H])c([H])bc6c5c([H])c4c([H])c3c([H])c2=C1[H],2,0,0,0,-6.1282,-0.8779,5.250299999999999,1.7869,2.0928,0.30590000000000006,22.0
0,[H]B1C([H])=C([H])c2bc3c([H])c4c(bc3bc21)c1c(c2c([H])c([H])c([H])c([H])c24)B([H])C([H])=C([H])B1[H],6,0,0,0,-6.3973,-2.6497,3.7476,1.382,1.7157,0.3337000000000001,19.0
0,[H]C1=c2c(c3c([H])c4c([H])c5c([H])c([H])c([H])c([H])c5c([H])c4c([H])c3c3bc4c([H])c([H])c([H])c([H])c4bc23)=C1[H],2,0,0,0,-5.5619,-1.2985,4.2634,1.8087,2.3139,0.5051999999999999,26.0
0,[H]B1C([H])=C([H])c2c1c([H])c([H])c1c3c(c4bc([H])c([H])bc4c21)=c1c([H])c2c([H])c([H])c([H])c([H])c2c([H])c1=3,3,0,0,0,-6.1332,-1.9657,4.1675,1.7792,1.9427,0.1635000000000002,24.0
0,[H]B1C([H])=C([H])c2c1c([H])c1c(c2[H])c([H])c([H])c2c([H])c([H])c3c([H])c4c([H])c([H])c5bc([H])c([H])bc5c4c([H])c3c21,3,0,0,0,-6.1954,-1.5096,4.6858,1.7394,1.956,0.2165999999999999,26.0
0,[H]B1C2=C(B([H])c3c([H])bc4c5c(c6c([H])c7c([H])c8c9c(c([H])c([H])c8c([H])c7c([H])c6c4c3B2[H])C([H])=C([H])B9[H])=C([H])C=5[H])c2c([H])c([H])c([H])c([H])c21,5,0,0,0,-6.0078,-2.3172,3.6906,1.9074,1.9485,0.041099999999999914,33.0
0,[H]B1C([H])=C([H])c2c1c([H])c1c([H])c3c([H])c4c(c([H])c([H])c5bc([H])c([H])bc54)c([H])c3c([H])c1c2[H],3,0,0,0,-6.3142,-1.3709,4.9433,1.7041,1.9388,0.23470000000000013,22.0
0,[H]B1C([H])=C([H])B([H])c2c1c([H])c([H])c1c([H])c3c4c([H])c([H])c([H])c([H])c4c4c([H])c([H])c5bc([H])c([H])c([H])c5c4c3c([H])c21,3,0,0,0,-6.5551,-2.2047,4.3504000000000005,1.8599,1.9637,0.10379999999999989,27.0
0,[H]B1c2c(c([H])c([H])c3c([H])c([H])c([H])c([H])c23)B([H])c2c1c1c([H])c([H])c([H])bc1c1c([H])c([H])c3c(c21)-c1c-3c([H])c2c([H])c3bc([H])c([H])c([H])c3c([H])c2c1[H],4,0,0,0,-6.4142,-2.1575,4.2567,1.8166,1.9145,0.0979000000000001,36.0
0,[H]c1bc2c(bc1[H])c1c(c([H])c([H])c3c4c([H])c5c([H])c([H])c([H])c([H])c5c([H])c4c4c([H])c([H])c([H])bc4c31)c1c([H])c([H])c3c([H])c4c([H])c([H])c([H])c([H])c4c([H])c3c21,3,0,0,0,-6.0329,-2.6788,3.3541,1.9129,2.0246,0.11169999999999991,39.0
0,[H]B1C([H])=C([H])c2c1c([H])c([H])c1c2c([H])c([H])c2bc3c([H])c([H])c4c([H])c([H])c5c([H])c([H])c([H])c([H])c5c4c3bc21,3,0,0,0,-5.8334,-1.5941,4.2393,1.7604,1.9466,0.18620000000000014,26.0
0,[H]B1c2c([H])c([H])c([H])c([H])c2-c2c1c([H])c([H])c1bc3c([H])c([H])c([H])c([H])c3bc21,3,0,0,0,-5.6559,-1.5842,4.0717,1.5643,1.9147,0.35040000000000004,18.0
0,[H]c1bc2c(c([H])c1[H])c([H])c([H])c1bc3c(bc12)c([H])c([H])c1c2c([H])c4c([H])c([H])c([H])c([H])c4c([H])c2c([H])c([H])c31,3,0,0,0,-5.7065,-1.0731,4.6334,1.8458,1.8814,0.035599999999999854,27.0
0,[H]c1bc2c(c([H])c1[H])c1c([H])c([H])c([H])c([H])c1c1c([H])c([H])c3c([H])c4c([H])c([H])c([H])c([H])c4c([H])c3c21,1,0,0,0,-6.6014,-1.0863,5.5151,1.9302,2.5487,0.6185000000000003,25.0
0,[H]B1c2c(c([H])c3c([H])c4c([H])c([H])c5c6c([H])c([H])c([H])c([H])c6c([H])c([H])c5c4c([H])c3c2[H])-c2c([H])c([H])c3bc4c([H])c5c([H])c([H])c([H])c([H])c5c([H])c4bc3c21,3,0,0,0,-5.3668,-1.6171,3.7497,1.8312,2.0404,0.20920000000000005,38.0
0,[H]B1C([H])=C([H])c2c1bc1c(c2[H])-c2c(c([H])bc3bc4bc([H])c([H])bc4bc23)B1[H],8,0,0,0,-5.6414,-2.3636,3.2778,1.2328,1.4558,0.2230000000000001,16.0
0,[H]B1c2c([H])c([H])c([H])c([H])c2-c2bc3c([H])c4c([H])c5c([H])c([H])c([H])bc5c([H])c4c([H])c3c([H])c21,3,0,0,0,-6.1849,-1.4948,4.6901,1.7318,1.8919,0.1600999999999999,22.0
0,[H]B1c2c(c([H])c3c(c2[H])=C([H])C=3[H])B([H])c2c1c([H])c1c3bc([H])c([H])c([H])c3c3c4c(c5c([H])c([H])c([H])c([H])c5c3c1c2[H])B([H])C1=C([H])C([H])=C14,4,0,0,0,-6.7471,-1.9998,4.747299999999999,2.0357,2.2286,0.1929000000000003,33.0
0,[H]B1C([H])=C([H])B([H])c2c1c([H])c([H])c1c2c2c(c3c([H])c4bc([H])c([H])bc4c([H])c31)B([H])C([H])=C2[H],5,0,0,0,-5.9525,-2.2119,3.7406,1.382,1.5831,0.20110000000000006,20.0
0,[H]c1bc2c([H])c3c4c([H])c5bc([H])c([H])c([H])c5bc4c4c([H])c([H])bc([H])c4c3c([H])c2bc1[H],5,0,0,0,-5.9831,-1.0698,4.9133,1.5019,1.817,0.31509999999999994,21.0
0,[H]c1bc2c([H])c3c4c([H])c([H])c([H])c([H])c4c4c([H])c([H])c5c([H])c([H])c([H])c([H])c5c4c3c([H])c2bc1[H],2,0,0,0,-5.9261,-0.7442,5.1819,1.7948,1.9151,0.12030000000000007,24.0
0,[H]B1C([H])=C([H])C2=C1c1c2c([H])c([H])c2bc3c4c(c([H])c([H])c3bc12)C([H])=C([H])B4[H],4,0,0,0,-6.0939,-2.2703,3.8236,1.5618,1.8964,0.3346,18.0
0,[H]C1=c2c([H])c([H])c3c4c([H])c5bc([H])c([H])bc5c([H])c4c4c5bc([H])c([H])c([H])c5c([H])c([H])c4c3c2=C1[H],3,0,0,0,-6.0704,-0.9493,5.1211,1.8806,2.2321,0.3514999999999999,25.0
0,[H]c1c([H])c([H])c2c([H])c3c(bc2c1[H])c([H])c([H])c1c([H])c2c(c([H])c([H])c4c([H])c5c([H])c([H])c([H])c([H])c5c([H])c42)c([H])c13,1,0,0,0,-6.2587,-0.8181,5.4406,1.9044,2.5166,0.6121999999999999,29.0
0,[H]B1C([H])=C([H])c2c1c([H])bc1c([H])c3bc4c([H])c5bc6c([H])c([H])c([H])c([H])c6bc5c([H])c4bc3c([H])c21,6,0,0,0,-4.7149,-1.8854,2.8295000000000003,1.5869,1.7892,0.20229999999999992,23.0
0,[H]c1bc2c([H])c3c([H])c([H])c4c([H])c([H])c5c([H])c([H])c6c7c([H])c([H])c([H])c([H])c7c([H])c([H])c6c5c4c3c([H])c2bc1[H],2,0,0,0,-5.8434,-0.8479,4.9955,1.82,1.8953,0.07529999999999992,28.0
0,[H]c1bc([H])c2c(c1[H])c1c([H])c3c([H])c([H])c([H])c([H])c3c([H])c1c1c([H])c([H])c3c([H])c([H])c([H])c([H])c3c21,1,0,0,0,-6.6063,-0.7831,5.8232,1.9148,2.6739,0.7591000000000001,25.0
0,[H]C1=C([H])c2c1c1c([H])c([H])c([H])c([H])c1c1c2c([H])c([H])c2c3c([H])c4c([H])c([H])c([H])c([H])c4bc3c([H])c([H])c21,1,0,0,0,-5.9882,-1.1017,4.8865,2.4043,2.4662,0.061900000000000066,27.0
0,[H]B1C([H])=C([H])B([H])c2c1c([H])bc1c2c2c(c3c([H])c([H])c4c(c31)C([H])=C([H])B4[H])B([H])C([H])=C2[H],5,0,0,0,-6.9249,-2.3264,4.5985,1.6191,1.7413,0.12220000000000009,19.0
0,[H]c1c([H])c([H])c2c([H])c3c(bc2c1[H])c1c([H])c([H])c1c1c2c([H])c([H])c2c([H])c([H])c31,1,0,0,0,-5.6649,-1.0222,4.6427000000000005,2.3565,2.4657,0.10919999999999996,21.0
0,[H]B1c2bc([H])c([H])bc2B([H])c2c1c([H])c([H])c1c([H])c([H])c3c([H])c4bc([H])c([H])c([H])c4c([H])c3c21,5,0,0,0,-6.4233,-1.6765,4.7468,1.5321,1.76,0.2279,21.0
0,[H]B1c2bc([H])c([H])bc2B([H])c2c1c([H])c([H])c1c3bc([H])c([H])bc3c3c([H])c([H])c4bc([H])c([H])bc4c3c21,8,0,0,0,-6.169,-1.3526,4.8164,1.344,1.5126,0.16859999999999986,22.0
0,[H]B1C([H])=C([H])B([H])c2c1c([H])c1c([H])bc3c([H])c([H])c4c([H])c5c([H])c([H])c6c([H])c([H])c([H])c([H])c6c5c([H])c4c3c1c2[H],3,0,0,0,-6.9108,-1.7804,5.1304,1.8439,1.8823,0.03839999999999999,27.0
0,[H]B1C2=c3c([H])c4c([H])c([H])c5c([H])c6c(bc([H])c7c([H])c([H])c([H])c([H])c76)c([H])c5c4c([H])c3=C2c2c([H])c3c(c([H])c21)-c1c([H])c([H])c([H])c([H])c1-3,2,0,0,0,-6.2541,-2.2363,4.0178,2.2174,2.4602,0.2427999999999999,35.0
0,[H]C1=c2c([H])c3c([H])c4c5bc6c([H])c([H])c([H])c([H])c6bc5c5c([H])c([H])c([H])c([H])c5c4c([H])c3c([H])c2=C1[H],2,0,0,0,-5.6768,-0.9249,4.7519,1.8222,2.211,0.3887999999999998,26.0
0,[H]B1C([H])=C([H])B([H])c2bc3c(bc21)c([H])c([H])c1c([H])c2c([H])c([H])c4c(c2c([H])c13)-c1bc([H])c([H])bc1-4,6,0,0,0,-6.4843,-1.9762,4.508100000000001,1.4283,1.7197,0.2914000000000001,22.0
0,[H]c1bc2bc3c([H])c([H])c4c5c([H])c6c([H])c([H])c([H])c([H])c6c([H])c5c([H])c([H])c4c3bc2bc1[H],4,0,0,0,-5.247,-1.2212,4.0258,1.5427,1.7589,0.21619999999999995,22.0
0,[H]c1bc2c([H])c([H])c3c([H])c4c([H])c5c([H])c6c(c([H])c([H])c7c([H])c([H])c([H])c([H])c76)c([H])c5c([H])c4c([H])c3c2bc1[H],2,0,0,0,-6.1367,-1.493,4.6437,1.8489,1.8841,0.03520000000000012,28.0
0,[H]C1=c2c([H])bc3c(c([H])c([H])c4c3c([H])c([H])c3c5c([H])c([H])c([H])c([H])c5c([H])c([H])c34)c2=C1[H],1,0,0,0,-5.9154,-0.594,5.3214,2.2454,2.4915,0.24609999999999976,23.0
0,[H]C1=C([H])c2c1bc1c([H])c([H])c3c([H])c([H])c4c([H])c([H])c5c6bc([H])c([H])bc6c([H])c([H])c5c4c3c1c2[H],3,0,0,0,-6.0893,-0.923,5.1663,1.8614,2.1719,0.3105,25.0
0,[H]c1bc2c([H])c3c([H])c([H])c4c([H])c5c(c([H])c([H])c6c([H])c([H])c([H])c([H])c65)c([H])c4c3c([H])c2bc1[H],2,0,0,0,-5.942,-0.7126,5.2294,1.7745,1.8663,0.0918000000000001,24.0
0,[H]c1bc2c([H])c3c([H])c([H])c4c([H])c([H])c5c(c([H])c([H])c6bc([H])c7c([H])c([H])c([H])c([H])c7c65)c4c3c([H])c2bc1[H],3,0,0,0,-5.9445,-0.9855,4.959,1.8197,1.8953,0.07559999999999989,27.0
0,[H]B1C([H])=c2c(c3c4bc([H])c([H])bc4c([H])c([H])c3c3c4c(c5c(c23)B([H])C([H])=C([H])B5[H])C([H])=C4[H])=C1[H],5,0,0,0,-5.7092,-2.1942,3.515,1.549,1.9035,0.35450000000000004,22.0
0,[H]c1c([H])c([H])c2c(bc([H])c3c([H])c4c(c([H])c32)c2c3c([H])c([H])c3c3c([H])c([H])c([H])c([H])c3c42)c1[H],1,0,0,0,-6.0329,-1.1758,4.8571,2.3794,2.5201,0.14069999999999983,25.0
0,[H]B1C([H])=C([H])c2c([H])c([H])c3c(c([H])c([H])c4bc([H])c([H])bc43)c21,3,0,0,0,-6.2265,-1.6722,4.5543,1.4596,1.8724,0.41280000000000006,14.0
0,[H]B1c2bc([H])c([H])bc2-c2c1c1c([H])c3c([H])c4c([H])c([H])c([H])c([H])c4c([H])c3c([H])c1c1c([H])c([H])c([H])c([H])c21,3,0,0,0,-6.167,-1.7083,4.4587,1.7386,1.9467,0.20810000000000017,26.0
0,[H]c1bc2bc3c([H])c4c(c([H])c3c([H])c2bc1[H])c1c([H])c([H])c([H])c([H])c1c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c14,3,0,0,0,-5.5786,-1.0964,4.4822,1.8338,1.9344,0.1005999999999998,27.0
0,[H]c1c([H])c([H])c2c([H])c3c(c([H])c([H])c4c([H])c5c6bc7c([H])c([H])c7bc6c5c([H])c43)c([H])c2c1[H],2,0,0,0,-6.1451,-1.4832,4.6619,1.8017,2.4485,0.6468,24.0
0,[H]c1bc2c([H])c([H])c3c(c([H])c([H])c4c([H])c([H])c5c([H])c6c([H])c([H])c([H])c([H])c6c([H])c5c43)c2bc1[H],2,0,0,0,-6.1198,-0.8924,5.227399999999999,1.8068,1.8378,0.03100000000000014,24.0
0,[H]B1c2bc([H])c([H])bc2-c2c1c1c([H])c3c([H])c([H])c([H])c([H])c3c([H])c1c1c3c(c([H])c([H])c21)C([H])=C3[H],3,0,0,0,-6.3217,-1.6572,4.6645,1.9189,2.0638,0.14490000000000003,24.0
0,[H]B1C([H])=C([H])B([H])c2c1c([H])c([H])c1c([H])c([H])c3c([H])c([H])c4c([H])c5bc([H])c([H])bc5c([H])c4c3c21,4,0,0,0,-6.4405,-2.3532,4.0873,1.5382,1.8018,0.26360000000000006,22.0
0,[H]B1c2bc([H])c([H])bc2-c2c1c([H])c1c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3c3c4c([H])c5c([H])c([H])c([H])c([H])c5c([H])c4c4c([H])c([H])c([H])c([H])c4c3c1c2[H],3,0,0,0,-6.4401,-1.4791,4.961,1.9325,2.0472,0.11470000000000002,38.0
0,[H]B1c2c([H])c([H])c([H])c([H])c2-c2c1c1bc([H])c([H])c([H])c1c1c([H])c3c([H])c4c([H])c5c([H])c6c(c([H])c([H])c7c([H])c([H])c([H])c([H])c76)c([H])c5bc4c([H])c3c([H])c21,3,0,0,0,-5.6368,-1.9714,3.6654,1.8485,1.9746,0.12609999999999988,38.0
0,[H]B1C([H])=C([H])B([H])c2c1c([H])c1c3c(c4c(c([H])c([H])c5c6bc([H])c([H])bc6c([H])c([H])c54)c1c2[H])B([H])C([H])=C([H])B3[H],6,0,0,0,-6.3445,-2.0593,4.2852,1.494,1.6127,0.11870000000000003,24.0
0,[H]B1C2=C([H])C([H])=C2B([H])c2c1c1c([H])c3bc([H])c([H])bc3c([H])c1c1c([H])c3c4c([H])c([H])c([H])c([H])c4c4c5c([H])c([H])c([H])c([H])c5c([H])c([H])c4c3c([H])c21,4,0,0,0,-5.997,-1.9905,4.0065,1.8422,2.0215,0.17930000000000001,36.0
0,[H]c1c([H])c([H])c2c([H])c3c([H])c([H])c4c([H])c5c([H])c6c([H])c7c([H])c([H])c([H])c([H])c7c([H])c6c([H])c5c([H])c4c3bc2c1[H],1,0,0,0,-6.0518,-1.4967,4.5551,1.8538,2.3783,0.5245,29.0
