smiles,HOMO_eV,LUMO_eV,GAP_eV,sheafHOMO,sheafLUMO,sheafGAP,electrons
c1ccc2cc3c(cc2c1)c1cccc2c4ccc5ccccc5c4c4cccc3c4c12,-6.842,-0.795,6.046,1.8968,2.7071,0.8103,32.0
c1ccc2cc3c(cc2c1)c1cccc2c4cc5ccccc5cc4c4cccc3c4c12,-6.95,-0.911,6.04,1.9218,2.6898,0.768,32.0
c1ccc2cc3c(cc2c1)c1cccc2ccc4c5c(ccc6ccccc65)cc3c4c21,-6.769,-0.933,5.837,1.9606,2.7147,0.7541000000000002,32.0
c1ccc2cc3c(cc2c1)c1cccc2ccc4c5ccc6ccccc6c5cc3c4c21,-6.725,-0.922,5.803,1.9618,2.6878,0.7260000000000002,32.0
c1ccc2c(c1)ccc1cc3c(cc12)c1cc2ccccc2c2ccc4cccc3c4c21,-6.672,-0.977,5.695,1.9456,2.6927,0.7470999999999999,32.0
c1ccc2c(c1)ccc1cc3c(cc12)c1cccc2ccc4c5ccccc5cc3c4c21,-6.671,-0.975,5.696,1.9456,2.6993,0.7537,32.0
c1ccc2c(c1)ccc1c3cccc4c5ccccc5c5c6ccccc6cc(c21)c5c43,-6.544,-1.081,5.464,1.9756,2.685,0.7094,32.0
c1ccc2cc3c(cc2c1)c1cc2ccccc2c2ccc4cc5ccccc5c3c4c21,-6.429,-1.228,5.201,1.9902,2.5915,0.6013,32.0
c1ccc2cc3c(cc2c1)c1cc2ccccc2c2ccc4c5ccccc5cc3c4c21,-6.668,-0.947,5.721,1.9089,2.7006,0.7917000000000001,32.0
c1ccc2cc3c(cc2c1)c1c2ccccc2cc2ccc4cc5ccccc5c3c4c21,-6.608,-1.051,5.558,1.9837,2.572,0.5883,32.0
c1ccc2cc3c(cc2c1)c1cccc2ccc4cc5c6ccccc6ccc5c3c4c21,-6.639,-1.025,5.613,1.9525,2.659,0.7064999999999999,32.0
c1ccc2cc3c(cc2c1)cc1ccc2cccc4c5cc6ccccc6cc5c3c1c24,-6.271,-1.408,4.864,1.9903,2.4959,0.5055999999999998,32.0
c1ccc2cc3c(cc2c1)c1cccc2ccc4cc5ccc6ccccc6c5c3c4c21,-6.627,-1.066,5.561,1.9506,2.6598,0.7092000000000003,32.0
c1ccc2c(c1)ccc1ccc3cc4c(cc3c12)c1cccc2ccc3cccc4c3c21,-6.858,-0.913,5.945,1.9159,2.7408,0.8249000000000002,32.0
c1ccc2cc3c(ccc4cc5c(cc43)c3cccc4ccc6cccc5c6c43)cc2c1,-6.706,-0.982,5.723,1.9482,2.5751,0.6269,32.0
c1ccc2c(c1)ccc1c3cc4c(cc3ccc21)c1cccc2ccc3cccc4c3c21,-6.875,-0.86,6.016,1.9155,2.6738,0.7583,32.0
c1ccc2c(c1)c1ccccc1c1cc3c(cc21)c1cccc2ccc4cccc3c4c21,-6.862,-0.776,6.087,2.0,2.7515,0.7515000000000001,32.0
c1ccc2c(c1)ccc1cc3c4ccccc4c4cccc5c6ccccc6c(c12)c3c45,-6.762,-0.959,5.803,1.9721,2.7536,0.7815000000000001,32.0
c1ccc2c(c1)ccc1cc3c(cc12)c1cccc2ccc4cc5ccccc5c3c4c21,-6.592,-1.07,5.522,1.9774,2.6264,0.6489999999999998,32.0
c1ccc2c(c1)ccc1cc3c4cccc5ccc6cc7ccccc7c(c3cc12)c6c54,-6.565,-1.086,5.479,1.9781,2.6075,0.6294,32.0
c1ccc2cc3cc4c(cc3cc2c1)c1cccc2c3ccccc3c3cccc4c3c21,-6.519,-1.285,5.234,1.9109,2.5424,0.6315000000000002,32.0
c1ccc2cc3cc4c(cc3cc2c1)c1cccc2ccc3c5ccccc5cc4c3c21,-6.553,-1.257,5.295,1.8786,2.5459,0.6673,32.0
c1ccc2cc3cc4c(cc3cc2c1)c1cccc2ccc3cc5ccccc5c4c3c21,-6.389,-1.341,5.048,1.9558,2.5189,0.5630999999999999,32.0
c1ccc2c(c1)ccc1cc3cc4c(cc3cc12)c1cccc2ccc3cccc4c3c21,-6.622,-1.181,5.441,1.9295,2.6209,0.6913999999999998,32.0
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1cccc2ccc3cccc5c3c21,-6.169,-1.627,4.542,1.8634,2.44,0.5766,32.0
c1ccc2c(c1)ccc1ccc3ccc4cc5ccc6cccc7ccc(c5c67)c4c3c12,-6.51,-1.088,5.422,1.9428,2.5691,0.6263000000000001,32.0
c1ccc2cc3c(ccc4ccc5cc6ccc7cccc8ccc(c6c78)c5c43)cc2c1,-6.412,-1.224,5.188,1.9449,2.5134,0.5684999999999998,32.0
c1ccc2c(c1)ccc1c2ccc2ccc3cc4ccc5cccc6ccc(c4c56)c3c21,-6.576,-1.074,5.502,1.9443,2.5739,0.6296000000000002,32.0
c1ccc2c(c1)ccc1ccc3c4cccc5c6ccccc6c6cccc(c3c12)c6c54,-6.805,-0.809,5.996,1.9034,2.7504,0.847,32.0
c1ccc2c(c1)ccc1cc3ccc4cc5ccc6cccc7ccc(c4c3cc12)c5c67,-6.579,-1.125,5.454,1.945,2.584,0.639,32.0
c1ccc2cc3cc4c(ccc5cc6ccc7cccc8ccc(c54)c6c78)cc3cc2c1,-6.35,-1.398,4.952,1.9401,2.4564,0.5163,32.0
c1ccc2c(c1)ccc1cc3c(ccc4cc5ccc6cccc7ccc(c43)c5c67)cc12,-6.604,-1.118,5.486,1.9435,2.5789,0.6354,32.0
c1ccc2cc3c(cc2c1)c1ccccc1c1cc2ccc4cccc5ccc(c31)c2c45,-6.578,-1.102,5.476,1.9912,2.5915,0.6002999999999998,32.0
c1ccc2cc3c(ccc4cc5c6ccccc6c6cccc7ccc(c43)c5c76)cc2c1,-6.657,-1.077,5.579,1.9801,2.5785,0.5984,32.0
c1ccc2cc3c(ccc4cc5ccc6c7ccccc7cc7ccc(c43)c5c76)cc2c1,-6.403,-1.28,5.122,1.9704,2.5316,0.5612000000000001,32.0
c1ccc2cc3c(ccc4cc5ccc6cc7ccccc7c7ccc(c43)c5c67)cc2c1,-6.412,-1.279,5.133,1.9878,2.5494,0.5615999999999999,32.0
c1ccc2cc3c(ccc4cc5ccc6cccc7c8ccccc8c(c43)c5c67)cc2c1,-6.623,-1.103,5.52,1.9417,2.5736,0.6318999999999999,32.0
c1ccc2c(c1)ccc1c2ccc2cc3c4ccccc4c4cccc5ccc(c21)c3c54,-6.639,-1.042,5.597,1.9516,2.6915,0.7399,32.0
c1ccc2c(c1)ccc1c2ccc2cc3ccc4cc5ccccc5c5ccc(c21)c3c45,-6.45,-1.177,5.272,1.9734,2.533,0.5595999999999999,32.0
c1ccc2c(c1)ccc1c2ccc2c3cccc4c5ccccc5c5cccc(c12)c5c43,-6.856,-0.783,6.073,1.9033,2.7373,0.8339999999999999,32.0
c1ccc2c(c1)ccc1c2ccc2cc3ccc4cccc5c6ccccc6c(c21)c3c45,-6.579,-1.117,5.462,1.9773,2.6278,0.6505000000000001,32.0
c1cc2ccc3cc4ccc5c6ccccc6c6ccccc6c5c4c4ccc(c1)c2c34,-6.497,-1.125,5.372,1.9788,2.5592,0.5804000000000002,32.0
c1ccc2c(c1)ccc1c2ccc2c1ccc1cc3ccc4cccc5ccc(c12)c3c45,-6.568,-1.118,5.45,1.9431,2.5688,0.6256999999999999,32.0
c1ccc2cc3c(ccc4c3ccc3cc5ccc6cccc7ccc(c34)c5c67)cc2c1,-6.423,-1.265,5.158,1.9425,2.5054,0.5629,32.0
c1ccc2c(c1)ccc1ccc3c(ccc4cc5ccc6cccc7ccc(c43)c5c67)c12,-6.527,-1.149,5.377,1.9447,2.5689,0.6242000000000001,32.0
c1ccc2c(c1)ccc1ccc3cc4cc5ccc6cccc7ccc(c4cc3c12)c5c67,-6.317,-1.352,4.965,1.943,2.497,0.5539999999999998,32.0
c1ccc2cc3c(ccc4cc5cc6ccc7cccc8ccc(c5cc43)c6c78)cc2c1,-6.432,-1.263,5.169,1.9453,2.5056,0.5602999999999998,32.0
c1ccc2c(c1)ccc1c3cc4c(cc3ccc21)cc1ccc2cccc3ccc4c1c23,-6.346,-1.342,5.004,1.9413,2.4876,0.5463,32.0
c1ccc2c(c1)ccc1cc3cc4ccc5cccc6c7ccccc7c(c3cc12)c4c56,-6.39,-1.289,5.102,1.9751,2.5709,0.5957999999999999,32.0
c1ccc2c(c1)ccc1cc3cc4cc5ccc6cccc7ccc(c4cc3cc12)c5c67,-6.164,-1.56,4.604,1.9429,2.4427,0.4997999999999998,32.0
c1ccc2c(c1)c1ccccc1c1c3cccc4c5ccccc5c5cccc(c21)c5c43,-6.742,-0.847,5.894,2.0,2.8682,0.8681999999999999,32.0
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)cc1ccc2cccc3ccc5c1c23,-5.876,-1.878,3.997,1.9349,2.3344,0.39949999999999997,32.0
c1ccc2c(c1)ccc1cc3cc4c(cc3cc12)cc1ccc2cccc3ccc4c1c23,-6.155,-1.561,4.593,1.9444,2.4407,0.4963000000000002,32.0
c1ccc2cc3cc4c(cc3cc2c1)cc1c2ccccc2c2cccc3ccc4c1c32,-6.159,-1.582,4.576,1.9206,2.4887,0.5681,32.0
c1ccc2cc3cc4c(cc3cc2c1)cc1ccc2c3ccccc3cc3ccc4c1c32,-5.925,-1.794,4.131,1.9865,2.3593,0.37280000000000024,32.0
c1ccc2cc3cc4c(cc3cc2c1)cc1ccc2cc3ccccc3c3ccc4c1c23,-6.133,-1.574,4.559,1.9425,2.3966,0.45409999999999995,32.0
c1ccc2cc3cc4c(cc3cc2c1)cc1ccc2cccc3c5ccccc5c4c1c23,-6.049,-1.654,4.394,1.9891,2.4171,0.42799999999999994,32.0
c1ccc2c(c1)ccc1cc3c(cc4ccc5cccc6c7ccccc7c3c4c56)cc12,-6.373,-1.295,5.078,1.9758,2.5732,0.5973999999999999,32.0
c1cc2ccc3cc4cc5c6ccccc6c6ccccc6c5cc4c4ccc(c1)c2c34,-6.437,-1.254,5.183,1.9812,2.5538,0.5725999999999998,32.0
c1ccc2c(c1)ccc1c3cc4cc5ccc6cccc7ccc(c4cc3ccc21)c5c67,-6.334,-1.34,4.994,1.9426,2.4817,0.5390999999999999,32.0
c1ccc2cc3c(ccc4cc5c(cc6ccc7cccc8ccc5c6c78)cc43)cc2c1,-6.393,-1.257,5.136,1.9475,2.4877,0.5401999999999998,32.0
c1cc2ccc3c4ccc5cccc6c7cccc8c9cccc%10c(c1)c2c3c(c%109)c(c78)c4c56,-6.452,-1.141,5.312,2.0779,2.7195,0.6416,34.0
c1cc2ccc3cc4cc5ccc6ccc7cccc8c9cc%10cc(c1)c2c3c%10c4c9c5c6c78,-5.912,-1.792,4.12,2.0,2.4614,0.4613999999999998,34.0
c1cc2ccc3cc4cc5ccc6cccc7c8cccc9c%10cc(c1)c2c3c%10c4c(c89)c5c67,-6.233,-1.438,4.795,2.0,2.5433,0.5432999999999999,34.0
c1cc2cc3ccc4cccc5c4c3c3c2c(c1)c1ccc2ccc4cccc6c4c2c1c3c65,-6.126,-1.504,4.621,2.0653,2.5764,0.5110999999999999,34.0
c1cc2ccc3ccc4c5ccc6cccc7c8cccc9cc%10c(c1)c2c3c4c%10c(c98)c5c67,-6.313,-1.376,4.937,2.0,2.6977,0.6977000000000002,34.0
c1cc2ccc3c4ccc5cccc6c7ccc8cccc9c%10cc(c1)c2c3c%10c(c7c89)c4c56,-6.025,-1.617,4.408,2.079,2.5649,0.4859,34.0
c1cc2ccc3c4ccc5cc6cccc7ccc8c9ccc%10cc(c1)c2c3c%10c9c4c5c8c76,-5.684,-1.97,3.715,2.0787,2.3797,0.30100000000000016,34.0
c1cc2ccc3ccc4c5ccc6ccc7cccc8c9ccc%10c(c1)c2c3c4c%10c9c5c6c78,-6.358,-1.295,5.063,2.0,2.7342,0.7342,34.0
c1cc2ccc3ccc4cc5c6cccc7ccc8ccc9cc%10c(c1)c2c3c4c%10c5c9c8c76,-6.247,-1.438,4.809,2.0,2.7028,0.7027999999999999,34.0
c1cc2ccc3c4c5cccc6ccc7ccc8cc9ccc%10cc(c1)c2c3c%10c9c4c8c7c65,-5.975,-1.669,4.306,2.06,2.4952,0.43520000000000003,34.0
c1cc2ccc3cc4ccc5cc6ccc7cccc8cc9c%10cc(c1)c2c3c%10c4c5c9c6c78,-6.142,-1.556,4.586,2.0,2.555,0.5550000000000002,34.0
c1cc2ccc3cc4ccc5c6cccc7ccc8ccc9c%10cc(c1)c2c3c%10c4c5c9c8c76,-6.175,-1.49,4.685,2.0,2.5607,0.5607000000000002,34.0
c1cc2ccc3cc4c5ccc6cccc7cc8ccc9cc%10cc(c1)c2c3c%10c4c9c8c5c67,-5.767,-1.905,3.862,2.0663,2.3632,0.29689999999999994,34.0
c1cc2cc3ccc4cc5cccc6cc7c8ccccc8c8cc(c1)c2c1c3c4c(c56)c7c81,-5.91,-1.765,4.145,2.0,2.4595,0.4594999999999998,34.0
c1ccc2c(c1)cc1cc3ccc4cc5cccc6cc7ccc8cc2c1c1c3c4c(c56)c7c81,-5.767,-1.908,3.859,2.0518,2.3558,0.3039999999999998,34.0
c1cc2ccc3ccc4c5cccc6c7cccc8ccc9cc%10c(c1)c2c3c4c%10c(c65)c9c87,-6.56,-1.105,5.455,2.0,2.7627,0.7627000000000002,34.0
c1ccc2c(c1)cc1cc3ccc4ccc5ccc6cc7cccc8c7c7c6c5c4c3c7c1c28,-5.831,-1.832,4.0,2.0416,2.4629,0.4213,34.0
c1ccc2c(c1)cc1c3cccc4cc5ccc6ccc7ccc8cc2c1c1c8c7c6c5c1c43,-6.031,-1.64,4.39,2.0272,2.5579,0.5307,34.0
c1ccc2c(c1)c1ccc3ccc4cc5cccc6c7cccc8cc2c2c1c3c4c(c56)c2c87,-6.079,-1.59,4.49,2.0251,2.6083,0.5831999999999997,34.0
c1ccc2c(c1)c1ccc3cc4cccc5c6cccc7cc8ccc2c2c8c(c76)c(c45)c3c12,-5.848,-1.821,4.027,2.089,2.5019,0.41290000000000004,34.0
c1ccc2c(c1)cc1ccc3cc4ccc5ccc6ccc7ccc8c2c1c3c1c4c5c6c7c81,-6.364,-1.269,5.095,2.0,2.5889,0.5889000000000002,34.0
c1ccc2c(c1)cc1c3ccc4ccc5ccc6ccc7cc8ccc2c1c8c1c7c6c5c4c31,-6.258,-1.398,4.86,2.0281,2.6071,0.5790000000000002,34.0
c1ccc2c(c1)c1cccc3c4ccc5ccc6ccc7ccc8cc2c(c13)c1c8c7c6c5c41,-6.523,-1.12,5.402,2.0,2.7738,0.7738,34.0
c1ccc2c(c1)c1ccc3ccc4ccc5c6cccc7ccc8cc2c2c1c3c4c5c2c8c76,-6.446,-1.181,5.265,2.0352,2.7039,0.6686999999999999,34.0
c1ccc2c(c1)c1ccc3ccc4c5cccc6ccc7cc8ccc2c2c8c(c7c65)c4c3c12,-6.331,-1.289,5.041,2.0706,2.6217,0.5510999999999999,34.0
c1cc2ccc3c4cccc5c6cccc7ccc8c9cccc%10c(c1)c2c3c(c%109)c(c54)c8c76,-6.219,-1.41,4.809,2.0968,2.6941,0.5973000000000002,34.0
c1ccc2c(c1)c1ccc3ccc4cc5ccc6cccc7c8ccc2c2c1c3c4c(c5c67)c82,-6.526,-1.112,5.414,2.0,2.6866,0.6865999999999999,34.0
c1ccc2c(c1)c1ccc3ccc4ccc5cc6ccc7cccc8c7c6c6c5c4c3c1c6c28,-6.309,-1.314,4.995,2.0844,2.6392,0.5548000000000002,34.0
c1cc2cccc3c4cc5ccc6ccc7ccc8ccc9cc(c(c1)c23)c4c1c9c8c7c6c51,-6.278,-1.39,4.888,2.0,2.7063,0.7063000000000001,34.0
c1cc2ccc3c4cccc5c6cccc7cc8cccc9c%10cc(c1)c2c3c%10c(c54)c(c76)c89,-5.662,-2.009,3.653,2.1067,2.4811,0.37440000000000007,34.0
c1cc2ccc3cc4cc5cccc6c7cccc8ccc9c%10cc(c1)c2c3c%10c4c(c56)c9c87,-5.921,-1.768,4.153,2.025,2.4803,0.45530000000000026,34.0
c1cc2ccc3cc4c5cccc6ccc7cc8cccc9c%10cc(c1)c2c3c%10c4c(c89)c7c65,-6.129,-1.54,4.589,2.0369,2.5572,0.5202999999999998,34.0
c1cc2cccc3c2c(c1)c1cccc2cc4c5cccc6ccc7cccc(c7c65)c4c3c21,-6.244,-1.482,4.762,1.9871,2.6681,0.6809999999999998,34.0
c1ccc2c(c1)cc1ccc3cc4cccc5c6c7ccccc7ccc6c6cc2c1c3c6c45,-6.253,-1.364,4.889,1.9917,2.518,0.5262999999999998,34.0
c1ccc2c(c1)cc1ccc3cc4cccc5c6ccc7ccccc7c6c6cc2c1c3c6c45,-6.25,-1.362,4.888,1.9919,2.5151,0.5231999999999999,34.0
c1ccc2c(c1)cc1c3ccccc3c3cc4cccc5c6ccccc6c6cc2c1c3c6c45,-6.41,-1.234,5.176,1.98,2.7452,0.7652000000000001,34.0
c1ccc2c(c1)cc1cc3c4ccccc4c4cccc5cc6c7ccccc7c2c1c6c3c54,-6.199,-1.485,4.713,1.9945,2.6432,0.6487000000000003,34.0
c1ccc2c(c1)ccc1c3cc4cccc5c6ccccc6c6cc7cccc(c21)c7c3c6c45,-6.359,-1.282,5.077,1.9337,2.6718,0.7381000000000002,34.0
c1ccc2c(c1)ccc1c3cccc4cc5c6ccccc6c6cccc7cc(c21)c(c43)c5c76,-6.359,-1.275,5.084,1.9336,2.6657,0.7321000000000002,34.0
c1ccc2c(c1)ccc1cc3c4ccccc4c4cc5cccc6ccc7cc(c12)c3c4c7c65,-6.299,-1.363,4.936,2.0,2.6114,0.6114000000000002,34.0
c1ccc2c(c1)ccc1c2cc2c3ccccc3c3cc4cccc5ccc6cc1c2c3c6c54,-6.302,-1.348,4.955,2.0,2.5847,0.5847000000000002,34.0
c1ccc2c(c1)cc1c3c4ccccc4ccc3c3cc4cccc5ccc6cc2c1c3c6c54,-6.255,-1.357,4.898,1.9725,2.5694,0.5969,34.0
c1ccc2c(c1)cc1c3ccc4ccccc4c3c3cc4cccc5ccc6cc2c1c3c6c54,-6.255,-1.361,4.894,1.9725,2.5628,0.5903000000000003,34.0
c1ccc2c(c1)cc1ccc3cc4c5ccccc5cc5c6ccccc6c6cc2c1c3c6c45,-6.243,-1.383,4.859,2.0215,2.5577,0.5362,34.0
c1ccc2c(c1)ccc1c3cc4cccc5ccc6cc7cc8ccccc8c(c21)c7c3c6c54,-6.092,-1.574,4.518,2.0212,2.4765,0.45530000000000026,34.0
c1ccc2c(c1)ccc1c2c2cc3cccc4ccc5cc6cc7ccccc7c1c6c2c5c43,-6.077,-1.615,4.462,2.022,2.4836,0.46160000000000023,34.0
c1ccc2c(c1)ccc1cc3cc4ccc5cccc6cc7c8ccccc8c(c12)c3c7c4c56,-6.188,-1.519,4.669,2.0,2.5432,0.5432000000000001,34.0
c1ccc2c(c1)ccc1ccc3c4cc5cccc6ccc7cc8cccc(c8c4c7c65)c3c12,-6.278,-1.331,4.947,1.9375,2.5553,0.6177999999999999,34.0
c1ccc2cc3c(ccc4c5cc6cccc7ccc8cc9cccc(c34)c9c5c8c76)cc2c1,-6.217,-1.434,4.782,1.9734,2.4835,0.5100999999999998,34.0
c1ccc2c(c1)ccc1c2ccc2c3cc4cccc5ccc6cc7cccc(c12)c7c3c6c54,-6.318,-1.332,4.986,1.9373,2.5619,0.6246,34.0
c1cc2ccc3cc4cccc5c4c4c(cc(c1)c2c34)c1c2ccccc2c2ccccc2c51,-6.214,-1.374,4.84,2.039,2.5382,0.49919999999999964,34.0
c1ccc2cc3c(cc2c1)c1cccc2cc4ccc5cc6ccccc6c6cc3c(c21)c4c56,-6.351,-1.28,5.071,1.9763,2.5438,0.5675000000000001,34.0
c1ccc2cc3c(cc2c1)c1cccc2cc4ccc5c6ccccc6cc6cc3c(c21)c4c65,-6.155,-1.519,4.636,1.9413,2.5402,0.5989,34.0
c1ccc2cc3c(cc2c1)c1cccc2cc4c5ccccc5c5cccc6cc3c(c21)c4c65,-6.484,-1.182,5.302,1.9226,2.7177,0.7950999999999997,34.0
c1ccc2cc3c(cc2c1)c1cc2ccccc2c2cc4ccc5cccc6cc3c(c21)c4c56,-6.378,-1.269,5.109,1.9264,2.6201,0.6937,34.0
c1ccc2cc3c(cc2c1)c1cc2cccc4ccc5cc6cc7ccccc7c3c6c1c5c42,-6.154,-1.524,4.629,1.9941,2.5115,0.5173999999999999,34.0
c1ccc2c(c1)ccc1cc3c(cc12)c1cccc2cc4ccc5cccc6cc3c(c21)c4c56,-6.379,-1.287,5.092,1.9485,2.5762,0.6277000000000001,34.0
c1ccc2cc3cc4c(cc3cc2c1)c1cccc2cc3ccc5cccc6cc4c(c21)c3c56,-6.425,-1.261,5.164,1.8788,2.5516,0.6728000000000001,34.0
c1ccc2c(c1)ccc1cc3c(cc12)c1cc2cccc4ccc5cc6cccc3c6c1c5c42,-6.38,-1.288,5.092,1.9485,2.5743,0.6258000000000001,34.0
c1ccc2c(c1)ccc1c2ccc2c3cccc4cc5ccc6cccc7cc(c12)c(c43)c5c67,-6.318,-1.33,4.988,1.9373,2.5591,0.6217999999999999,34.0
c1ccc2cc3c(ccc4c5cccc6cc7ccc8cccc9cc(c34)c(c65)c7c89)cc2c1,-6.214,-1.436,4.779,1.9734,2.4797,0.5062999999999998,34.0
c1ccc2c(c1)ccc1ccc3c4cccc5cc6ccc7cccc8cc(c3c12)c(c54)c6c78,-6.265,-1.321,4.944,1.9375,2.5551,0.6175999999999999,34.0
c1ccc2c(c1)cc1ccc3ccc4c5cc6cccc7cccc(c5cc5cc2c1c3c54)c76,-5.789,-1.884,3.905,2.04,2.4093,0.36929999999999996,34.0
c1ccc2c(c1)cc1cc3cc4c(cc5cccc6cccc4c65)c4ccc5ccc2c1c5c34,-5.839,-1.84,3.999,1.9935,2.4052,0.41169999999999973,34.0
c1cc2cccc3c4cc5cc6cccc7c8ccccc8c8ccc(c4cc(c1)c23)c5c8c67,-5.921,-1.752,4.169,1.9951,2.4659,0.4707999999999999,34.0
c1cc2cccc3c4cc5cc6cccc7ccc8c9ccccc9c(c4cc(c1)c23)c5c8c76,-5.844,-1.796,4.048,2.051,2.3972,0.34620000000000006,34.0
c1ccc2c(c1)cc1cc3c(cc4cc5cccc6ccc7ccc3c4c7c65)c3cccc2c13,-5.919,-1.748,4.171,1.9951,2.4417,0.4465999999999999,34.0
c1ccc2c(c1)cc1c3cc4cc5cccc6ccc7ccc(c3cc3cccc2c31)c4c7c65,-5.925,-1.756,4.169,1.9947,2.4405,0.4458000000000002,34.0
c1ccc2c(c1)cc1cccc3cc4c5ccc6ccc7cccc8cc(cc4c2c13)c5c6c78,-5.824,-1.84,3.984,1.9922,2.3766,0.38439999999999985,34.0
c1ccc2c(c1)ccc1cc3ccc4ccc5c6cccc7cccc(c8cc(c12)c3c4c58)c76,-6.108,-1.553,4.555,2.0345,2.5878,0.5533000000000001,34.0
c1ccc2cc3c(cc2c1)cc1ccc2ccc4c5cccc6cccc(c7cc3c1c2c47)c65,-5.967,-1.693,4.274,2.03,2.4832,0.45320000000000027,34.0
c1ccc2c(c1)ccc1c2cc2ccc3ccc4c5cccc6cccc(c7cc1c2c3c47)c65,-6.104,-1.558,4.545,2.0325,2.5615,0.5289999999999999,34.0
c1ccc2c(c1)cc1ccc3c4ccccc4c4c5cccc6cccc(c7cc2c1c3c74)c65,-5.905,-1.75,4.155,2.1137,2.5147,0.4009999999999998,34.0
c1ccc2c(c1)cc1ccc3ccc4c5c6ccccc6cc6cccc(c7cc2c1c3c74)c65,-5.927,-1.752,4.175,2.0389,2.4831,0.44419999999999993,34.0
c1ccc2c(c1)cc1ccc3ccc4c5cccc6cc7ccccc7c(c7cc2c1c3c47)c65,-5.936,-1.726,4.21,2.0372,2.4816,0.4443999999999999,34.0
c1ccc2c(c1)cc1cc3c4cccc5cccc(c54)c4c5ccccc5c5ccc2c1c5c34,-6.049,-1.596,4.453,2.0819,2.5434,0.4615,34.0
c1ccc2c(c1)cc1cc3c4cccc5cc6ccccc6c(c6ccc7ccc2c1c7c36)c54,-5.961,-1.737,4.225,2.0321,2.4873,0.45520000000000005,34.0
c1ccc2c(c1)cc1cc3c4c5ccccc5cc5cccc(c6ccc7ccc2c1c7c63)c54,-5.992,-1.671,4.321,1.9934,2.4804,0.4869999999999999,34.0
c1ccc2c(c1)ccc1c2cc2cc3c4cccc5cccc(c6ccc7ccc1c2c7c63)c54,-6.122,-1.54,4.582,2.0305,2.564,0.5335000000000001,34.0
c1ccc2cc3c(cc2c1)cc1cc2c4cccc5cccc(c6ccc7ccc3c1c7c62)c54,-6.021,-1.658,4.363,1.9957,2.4963,0.5006000000000002,34.0
c1ccc2c(c1)ccc1cc3cc4c5cccc6cccc(c7ccc8ccc(c12)c3c8c74)c65,-6.139,-1.544,4.596,2.0323,2.5919,0.5595999999999997,34.0
c1ccc2c(c1)c1cccc3cc4c5cccc6cccc(c65)c5c6ccccc6c2c(c31)c45,-6.085,-1.56,4.525,2.1397,2.6152,0.47550000000000026,34.0
c1ccc2c(c1)cc1cccc3c4cc5cccc6c7ccccc7c7ccc(c2c13)c4c7c56,-6.069,-1.625,4.444,2.0251,2.5763,0.5511999999999997,34.0
c1ccc2c(c1)cc1cccc3c4ccc5c6ccccc6c6cccc7cc(c2c13)c4c5c76,-6.091,-1.575,4.517,1.9954,2.566,0.5705999999999998,34.0
c1ccc2c(c1)cc1c3ccccc3c3ccc4c5cccc6cccc(c7cc2c1c3c47)c65,-6.16,-1.499,4.661,2.0246,2.6681,0.6435,34.0
c1ccc2c(c1)cc1cc3c4cccc5cccc(c6ccc7c8ccccc8c2c1c7c63)c54,-6.202,-1.467,4.735,1.9744,2.6239,0.6495,34.0
c1ccc2c(c1)ccc1c3ccc4c5cccc6cccc(c7cc8cccc(c21)c8c3c47)c65,-6.229,-1.423,4.805,2.0,2.6536,0.6536,34.0
c1ccc2cc3c(cc2c1)c1cccc2cc4c5cccc6cccc(c7ccc3c(c21)c74)c65,-6.298,-1.375,4.923,1.9675,2.6892,0.7217,34.0
c1ccc2c(c1)ccc1c3cccc4cc5c6cccc7cccc(c8ccc(c21)c(c43)c85)c76,-6.228,-1.421,4.807,2.0,2.6473,0.6473,34.0
c1ccc2c(c1)cc1cccc3c4cc5cccc6ccc7c8ccccc8c(c2c13)c4c7c65,-5.935,-1.753,4.182,2.103,2.4776,0.3745999999999996,34.0
c1ccc2c(c1)cc1cccc3c1c2c1cc2cccc4ccc5c6ccccc6c3c1c5c42,-5.892,-1.711,4.181,2.0577,2.476,0.4182999999999999,34.0
c1ccc2c(c1)ccc1c2c2ccc3cccc4cc5c6cccc7cccc(c76)c1c5c2c34,-6.14,-1.552,4.589,2.0555,2.5937,0.5382000000000002,34.0
c1ccc2cc3c(cc2c1)c1ccc2cccc4cc5c6cccc7cccc(c76)c3c5c1c24,-5.945,-1.713,4.231,2.0913,2.4967,0.4054000000000002,34.0
c1ccc2c(c1)ccc1c3ccc4cccc5cc6c7cccc8cccc(c87)c(c21)c6c3c45,-6.092,-1.566,4.526,2.0548,2.5641,0.5092999999999996,34.0
c1ccc2c(c1)ccc1cc3cccc4c5cc6cccc7ccc8ccc(c5c8c76)c(c12)c34,-6.081,-1.637,4.445,2.0281,2.5554,0.5273000000000003,34.0
c1ccc2cc3c(cc2c1)cc1cccc2c4cc5cccc6ccc7ccc(c3c12)c4c7c65,-5.835,-1.868,3.967,2.0302,2.4384,0.40820000000000034,34.0
c1ccc2c(c1)ccc1c2cc2cccc3c4cc5cccc6ccc7ccc(c1c23)c4c7c65,-6.082,-1.629,4.453,2.0266,2.5585,0.5318999999999998,34.0
c1ccc2c(c1)cc1cc3ccccc3c3c4cc5cccc6ccc7ccc(c4c7c65)c2c13,-5.72,-1.923,3.798,2.0403,2.4458,0.4055000000000004,34.0
