smiles,HOMO_eV,LUMO_eV,GAP_eV,sheafHOMO,sheafLUMO,sheafGAP,electrons
c1ccc2cc3c(ccc4c3ccc3ccc5c(ccc6ccc7ccc8ccc9ccccc9c8c7c65)c34)cc2c1,-6.625,-0.991,5.634,1.9314,2.5546,0.6232000000000002,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c(ccc6ccc7ccc8cc9ccccc9cc8c7c65)c34)cc2c1,-6.612,-1.089,5.522,1.9458,2.5439,0.5980999999999999,42.0
c1ccc2c(c1)ccc1c2ccc2ccc3c4ccccc4c4c5c6ccccc6ccc5c5ccccc5c4c3c21,-6.695,-0.97,5.725,2.0986,2.6786,0.5800000000000001,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c(ccc6ccc7ccc8c9ccccc9ccc8c7c65)c34)cc2c1,-6.657,-1.024,5.633,1.9311,2.5555,0.6243999999999998,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6c(ccc7ccc8ccccc8c76)c6ccccc6c5c34)cc2c1,-6.629,-1.0,5.629,2.0099,2.5522,0.5423,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c(ccc6ccc7cc8ccc9ccccc9c8cc7c65)c34)cc2c1,-6.683,-1.027,5.656,1.9364,2.5555,0.6191,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c(ccc6ccc7cc8c(ccc9ccccc98)cc7c65)c34)cc2c1,-6.671,-1.024,5.646,1.9365,2.5541,0.6175999999999999,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c(ccc6c7ccccc7c7cc8ccccc8cc7c65)c34)cc2c1,-6.695,-1.007,5.688,1.9673,2.5598,0.5925,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6c7cc8ccccc8cc7ccc6c6ccccc6c5c34)cc2c1,-6.558,-1.143,5.415,2.0176,2.5414,0.5238,42.0
c1ccc2cc3c(ccc4ccc5c(ccc6ccc7c8cc9ccccc9cc8c8ccccc8c7c65)c43)cc2c1,-6.66,-1.051,5.609,1.9673,2.5794,0.6121000000000001,42.0
c1ccc2cc3c(ccc4ccc5c(ccc6ccc7c8cc9ccc%10ccccc%10c9cc8ccc7c65)c43)cc2c1,-6.663,-1.045,5.619,1.9365,2.573,0.6364999999999998,42.0
c1ccc2cc3c(ccc4ccc5c(ccc6ccc7c8cc9c(ccc%10ccccc%109)cc8ccc7c65)c43)cc2c1,-6.672,-1.043,5.629,1.9364,2.5753,0.6389,42.0
c1ccc2cc3c(ccc4ccc5c(ccc6c7ccccc7c7c8cc9ccccc9cc8ccc7c65)c43)cc2c1,-6.544,-1.168,5.376,2.0187,2.5545,0.5358,42.0
c1ccc2cc3c(ccc4c3ccc3c5ccccc5c5c(ccc6ccc7cc8ccccc8cc7c65)c43)cc2c1,-6.648,-1.004,5.645,1.9812,2.556,0.5748,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6c7ccc8ccccc8c7ccc6c6ccccc6c5c34)cc2c1,-6.638,-1.026,5.612,2.0096,2.5508,0.5412000000000003,42.0
c1ccc2cc3c(cc2c1)c1ccccc1c1c3ccc2ccc3c(ccc4ccc5c6ccccc6ccc5c43)c21,-6.703,-0.992,5.711,1.9843,2.6696,0.6853,42.0
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3ccc5c(ccc6ccc7c8ccccc8ccc7c65)c34)cc12,-6.714,-0.99,5.724,1.931,2.6134,0.6823999999999999,42.0
c1ccc2c(c1)ccc1cc3ccc4c(ccc5ccc6c(ccc7ccc8c9ccccc9ccc8c76)c54)c3cc12,-6.72,-0.992,5.728,1.9309,2.6254,0.6944999999999999,42.0
c1ccc2cc3c(ccc4c3c3ccccc3c3ccc5c(ccc6ccc7c8ccccc8ccc7c65)c34)cc2c1,-6.581,-1.119,5.462,2.0148,2.5537,0.5388999999999999,42.0
c1ccc2cc3c(ccc4c3ccc3c5ccccc5c5c(ccc6ccc7c8ccccc8ccc7c65)c43)cc2c1,-6.71,-1.007,5.703,2.0033,2.5784,0.5751,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c(ccc6ccc7c8ccccc8c8ccccc8c7c65)c34)cc2c1,-6.643,-1.034,5.61,1.9762,2.5539,0.5777000000000001,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c(ccc6ccc7c8ccc9ccccc9c8ccc7c65)c34)cc2c1,-6.666,-1.045,5.621,1.9313,2.5537,0.6224000000000001,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c(ccc6ccc7c8cc9ccccc9cc8ccc7c65)c34)cc2c1,-6.59,-1.128,5.462,1.9459,2.5334,0.5874999999999999,42.0
c1ccc2c(c1)c1ccccc1c1c2c2c3ccccc3c3ccccc3c2c2c3ccccc3c3ccccc3c12,-6.735,-0.925,5.81,2.0796,3.0,0.9203999999999999,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c(ccc6ccc7c(ccc8ccc9ccccc9c87)c65)c34)cc2c1,-6.655,-1.04,5.614,1.9312,2.5545,0.6233,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6c7ccccc7ccc6c6ccc7ccccc7c6c5c34)cc2c1,-6.599,-0.989,5.609,2.0,2.5529,0.5529000000000002,42.0
c1ccc2cc3c(cc2c1)c1ccc2ccc4c(ccc5ccc6ccccc6c54)c2c1c1ccc2ccccc2c31,-6.58,-1.105,5.475,2.0201,2.6366,0.6165000000000003,42.0
c1ccc2cc3c(cc2c1)c1ccccc1c1c3ccc2ccc3c(ccc4ccc5ccc6ccccc6c5c43)c21,-6.71,-0.96,5.75,1.9843,2.6793,0.6950000000000001,42.0
c1ccc2cc3c(ccc4c5c6ccc7ccc8ccccc8c7c6ccc5c5ccc6ccccc6c5c34)cc2c1,-6.565,-1.093,5.472,2.017,2.5548,0.5378000000000003,42.0
c1ccc2cc3c(ccc4c3c3ccccc3c3ccc5c(ccc6ccc7ccc8ccccc8c7c65)c34)cc2c1,-6.559,-1.091,5.467,2.0147,2.5538,0.5390999999999999,42.0
c1ccc2cc3c(ccc4c3c3ccccc3c3ccc5c6c7ccccc7ccc6c6ccccc6c5c34)cc2c1,-6.569,-1.066,5.502,2.0176,2.5546,0.5370000000000004,42.0
c1ccc2cc3c(cc2c1)c1ccccc1c1c3c2ccccc2c2ccc3c(ccc4ccc5ccccc5c43)c21,-6.652,-1.015,5.637,2.0813,2.6754,0.5940999999999996,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6cc7ccccc7cc6c6cc7ccccc7cc6c5c34)cc2c1,-6.581,-1.087,5.494,2.0,2.5424,0.5424000000000002,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6cc7ccccc7cc6c6c7ccccc7ccc6c5c34)cc2c1,-6.495,-1.214,5.281,2.0281,2.5464,0.5183000000000004,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6cc7ccc8ccc9ccccc9c8c7cc6ccc5c34)cc2c1,-6.55,-1.172,5.378,1.9421,2.5419,0.5998000000000001,42.0
c1ccc2cc3c(ccc4cc5c(ccc6c5ccc5ccc7c8cc9ccccc9cc8ccc7c56)cc43)cc2c1,-6.62,-1.103,5.517,1.926,2.5333,0.6073000000000002,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6cc7ccc8c9ccccc9ccc8c7cc6ccc5c34)cc2c1,-6.564,-1.16,5.404,1.9421,2.5346,0.5925000000000002,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6cc7c8ccccc8c8ccccc8c7cc6ccc5c34)cc2c1,-6.634,-1.105,5.529,1.9558,2.5533,0.5975000000000001,42.0
c1ccc2cc3c(ccc4c3ccc3c5ccccc5c5c6cc7ccc8ccccc8c7cc6ccc5c43)cc2c1,-6.629,-1.101,5.528,2.0036,2.5774,0.5737999999999999,42.0
c1ccc2cc3c(ccc4c3c3ccccc3c3ccc5c6cc7ccc8ccccc8c7cc6ccc5c34)cc2c1,-6.544,-1.16,5.385,2.0143,2.5498,0.5354999999999999,42.0
c1ccc2c(c1)ccc1c2ccc2ccc3c4ccccc4c4c5ccccc5c5ccc6ccccc6c5c4c3c21,-6.645,-0.924,5.721,2.0716,2.6933,0.6216999999999997,42.0
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3ccc5c6cc7c(ccc8ccccc87)cc6ccc5c34)cc12,-6.652,-1.076,5.576,1.9281,2.5948,0.6667000000000003,42.0
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3ccc5c6cc7ccc8ccccc8c7cc6ccc5c34)cc12,-6.65,-1.074,5.576,1.9273,2.5907,0.6634,42.0
c1ccc2cc3c(cc2c1)c1ccccc1c1c3ccc2ccc3c4cc5ccc6ccccc6c5cc4ccc3c21,-6.643,-1.063,5.579,1.9835,2.6057,0.6222000000000001,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6cc7ccc8ccccc8c7cc6c6ccccc6c5c34)cc2c1,-6.626,-1.078,5.549,2.0094,2.5497,0.5403000000000002,42.0
c1ccc2cc3c(ccc4c3ccc3c5ccccc5c5c6cc7c(ccc8ccccc87)cc6ccc5c43)cc2c1,-6.618,-1.102,5.516,2.0035,2.5738,0.5703,42.0
c1ccc2cc3c(ccc4c3c3ccccc3c3ccc5c6cc7c(ccc8ccccc87)cc6ccc5c34)cc2c1,-6.553,-1.161,5.392,2.0144,2.5509,0.5364999999999998,42.0
c1ccc2c(c1)ccc1cc3ccc4c(ccc5ccc6c7cc8c(ccc9ccccc98)cc7ccc6c54)c3cc12,-6.656,-1.077,5.58,1.9274,2.6014,0.6739999999999999,42.0
c1ccc2cc3c(cc2c1)c1ccccc1c1c3ccc2ccc3c4cc5c(ccc6ccccc65)cc4ccc3c21,-6.645,-1.067,5.578,1.9835,2.6209,0.6373999999999997,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6cc7c(ccc8ccccc87)cc6c6ccccc6c5c34)cc2c1,-6.617,-1.082,5.534,2.0091,2.549,0.5398999999999998,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6cc7c(ccc8c9ccccc9ccc78)cc6ccc5c34)cc2c1,-6.567,-1.161,5.406,1.9421,2.5361,0.5939999999999999,42.0
c1ccc2c(c1)ccc1c2c2ccccc2c2ccc3ccc4c5ccccc5c5ccc6ccccc6c5c4c3c21,-6.681,-0.896,5.785,2.0341,2.7185,0.6844000000000001,42.0
c1ccc2cc3c(ccc4cc5ccc6c(ccc7ccc8c9cc%10ccccc%10cc9ccc8c76)c5cc43)cc2c1,-6.624,-1.105,5.52,1.9262,2.5384,0.6122000000000003,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6cc7c(ccc8ccc9ccccc9c87)cc6ccc5c34)cc2c1,-6.548,-1.172,5.376,1.9421,2.542,0.5998999999999999,42.0
c1ccc2cc3c(ccc4c3ccc3c5ccc6ccccc6c5c5c6cc7ccccc7cc6ccc5c43)cc2c1,-6.538,-1.136,5.403,2.0249,2.5315,0.5065999999999997,42.0
c1ccc2cc3c(ccc4c3ccc3c5c6ccccc6ccc5c5c6cc7ccccc7cc6ccc5c43)cc2c1,-6.525,-1.184,5.34,2.0261,2.5504,0.5242999999999998,42.0
c1ccc2cc3c(ccc4c3c3ccccc3c3c5ccccc5c5c6cc7ccccc7cc6ccc5c43)cc2c1,-6.557,-1.17,5.388,2.0642,2.5472,0.4830000000000001,42.0
c1ccc2cc3c(ccc4c3c3ccccc3c3ccc5c6cc7ccccc7cc6c6ccccc6c5c34)cc2c1,-6.581,-1.11,5.471,2.0269,2.5537,0.5268000000000002,42.0
c1ccc2cc3c(ccc4c3ccc3c5ccccc5c5c6cc7ccccc7cc6c6ccccc6c5c43)cc2c1,-6.628,-1.082,5.546,2.0779,2.5679,0.48999999999999977,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6ccc7ccccc7c6c6ccc7ccccc7c6c5c34)cc2c1,-6.598,-1.032,5.567,2.0,2.5537,0.5537000000000001,42.0
c1ccc2cc3c(cc2c1)c1ccc2ccc4c5ccc6ccccc6c5ccc4c2c1c1ccc2ccccc2c31,-6.59,-1.106,5.485,2.0203,2.6267,0.6063999999999998,42.0
c1ccc2c(c1)ccc1c2ccc2c1ccc1ccc3c4cc5ccc6ccc7ccccc7c6c5cc4ccc3c12,-6.647,-1.081,5.566,1.9266,2.6288,0.7021999999999999,42.0
c1ccc2c(c1)ccc1c2ccc2c1ccc1ccc3c4cc5c6ccccc6c6ccccc6c5cc4ccc3c12,-6.82,-0.932,5.888,1.9716,2.6751,0.7035,42.0
c1ccc2c(c1)ccc1cc3c(ccc4c3c3ccccc3c3ccc5c6ccc7ccccc7c6ccc5c34)cc12,-6.661,-1.061,5.6,2.0172,2.6325,0.6153,42.0
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5ccccc5c5c6ccc7ccccc7c6ccc5c43)cc12,-6.774,-0.946,5.828,2.0,2.6435,0.6435,42.0
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3ccc5c(ccc6c7ccccc7c7ccccc7c65)c34)cc12,-6.758,-0.946,5.811,1.9675,2.6251,0.6576000000000002,42.0
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3ccc5c6ccc7ccc8ccccc8c7c6ccc5c34)cc12,-6.719,-0.97,5.749,1.931,2.6187,0.6877,42.0
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3ccc5c6ccc7ccccc7c6c6ccccc6c5c34)cc12,-6.729,-0.967,5.762,2.0,2.6177,0.6177000000000001,42.0
c1ccc2c(c1)ccc1cc3c(cc12)c1ccccc1c1c3ccc2ccc3c4ccc5ccccc5c4ccc3c21,-6.801,-0.923,5.878,2.0,2.6668,0.6667999999999998,42.0
c1ccc2c(c1)ccc1cc3ccc4c(c3cc12)c1ccccc1c1ccc2c3ccc5ccccc5c3ccc2c14,-6.642,-1.066,5.576,2.0169,2.6304,0.6134999999999997,42.0
c1ccc2c(c1)ccc1ccc3c(ccc4ccc5c6ccc7ccccc7c6c6c7ccccc7ccc6c5c43)c12,-6.727,-0.98,5.747,2.0,2.6843,0.6842999999999999,42.0
c1ccc2c(c1)ccc1cc3ccc4c(ccc5c6ccccc6c6c7ccc8ccccc8c7ccc6c45)c3cc12,-6.832,-0.913,5.919,2.0,2.6609,0.6608999999999998,42.0
c1ccc2c(c1)ccc1cc3ccc4c(ccc5ccc6c(ccc7c8ccccc8c8ccccc8c76)c54)c3cc12,-6.762,-0.948,5.814,1.9675,2.6393,0.6718,42.0
c1ccc2c(c1)ccc1cc3ccc4c(ccc5ccc6c7ccc8ccc9ccccc9c8c7ccc6c54)c3cc12,-6.731,-0.986,5.745,1.9308,2.6311,0.7002999999999999,42.0
c1ccc2c(c1)ccc1cc3ccc4c(ccc5ccc6c7ccc8ccccc8c7c7ccccc7c6c54)c3cc12,-6.728,-0.972,5.756,2.0,2.6327,0.6326999999999998,42.0
c1ccc2c(c1)ccc1cc3c4ccccc4c4c(ccc5ccc6c7ccc8ccccc8c7ccc6c54)c3cc12,-6.771,-0.928,5.843,2.0,2.6618,0.6617999999999999,42.0
c1ccc2c(c1)ccc1c2ccc2c1ccc1ccc3c4cc5c(ccc6ccc7ccccc7c65)cc4ccc3c12,-6.643,-1.084,5.559,1.9259,2.6289,0.7029999999999998,42.0
c1ccc2cc3c(ccc4c5c6ccc7c8ccccc8ccc7c6ccc5c5ccc6ccccc6c5c34)cc2c1,-6.571,-1.101,5.47,2.0167,2.5534,0.5366999999999997,42.0
c1ccc2cc3c(ccc4c3c3ccc5ccccc5c3c3ccc5c6ccc7ccccc7c6ccc5c34)cc2c1,-6.603,-1.1,5.503,2.0175,2.5777,0.5602,42.0
c1ccc2cc3c(ccc4c3c3ccccc3c3ccc5c6ccc7ccccc7c6c6ccccc6c5c34)cc2c1,-6.571,-1.11,5.462,2.0176,2.5545,0.5369000000000002,42.0
c1ccc2cc3c(cc2c1)c1ccccc1c1c2c4ccc5c6ccccc6ccc5c4ccc2c2ccccc2c31,-6.658,-1.028,5.63,2.0801,2.6443,0.5642,42.0
c1ccc2c(c1)ccc1ccc3c(ccc4ccc5c6ccccc6c6c(ccc7ccc8ccccc8c76)c5c43)c12,-6.752,-0.99,5.761,2.0,2.7284,0.7284000000000002,42.0
c1ccc2cc3c(ccc4c3ccc3c5ccccc5c5c(ccc6c7ccccc7c7ccccc7c65)c43)cc2c1,-6.749,-0.969,5.78,1.9929,2.5824,0.5894999999999999,42.0
c1ccc2cc3c(ccc4c3ccc3c5ccccc5c5c6ccc7ccc8ccccc8c7c6ccc5c43)cc2c1,-6.715,-1.004,5.711,2.0033,2.5814,0.5781000000000001,42.0
c1ccc2cc3c(ccc4c3ccc3c5ccccc5c5c6ccc7ccccc7c6c6ccccc6c5c43)cc2c1,-6.687,-0.975,5.712,2.0956,2.5816,0.48599999999999977,42.0
c1ccc2cc3c(cc2c1)c1ccccc1c1c3ccc2c3ccccc3c3c4ccc5ccccc5c4ccc3c21,-6.79,-0.96,5.83,2.0,2.7137,0.7136999999999998,42.0
c1ccc2cc3c(ccc4c3c3ccccc3c3c5ccccc5c5c6ccc7ccccc7c6ccc5c43)cc2c1,-6.608,-1.13,5.478,2.0768,2.5621,0.48530000000000006,42.0
c1ccc2cc3c(ccc4c3ccc3c5c6ccccc6ccc5c5c6ccc7ccccc7c6ccc5c43)cc2c1,-6.635,-1.089,5.546,2.0097,2.5763,0.5665999999999998,42.0
c1ccc2cc3c(ccc4c3ccc3c5ccc6ccccc6c5c5c6ccc7ccccc7c6ccc5c43)cc2c1,-6.657,-1.077,5.58,2.0096,2.5775,0.5679000000000003,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c(ccc6c7ccccc7c7ccc8ccccc8c7c65)c34)cc2c1,-6.675,-0.995,5.68,1.9918,2.5587,0.5669,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c(ccc6c7ccccc7c7c8ccccc8ccc7c65)c34)cc2c1,-6.665,-1.041,5.624,1.9914,2.5599,0.5684999999999998,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c(ccc6c7c8ccccc8ccc7c7ccccc7c56)c34)cc2c1,-6.658,-1.009,5.649,1.9918,2.5588,0.5670000000000002,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c(c6ccccc6c6c7ccccc7c7ccccc7c56)c34)cc2c1,-6.644,-0.981,5.663,2.0685,2.5544,0.4859,42.0
c1ccc2cc3c(cc2c1)c1ccccc1c1c3ccc2ccc3c(ccc4c5ccccc5c5ccccc5c43)c21,-6.744,-0.954,5.79,1.9675,2.6963,0.7287999999999999,42.0
c1ccc2cc3c(ccc4c3c3ccccc3c3ccc5c(ccc6c7ccccc7c7ccccc7c65)c34)cc2c1,-6.566,-1.117,5.449,2.0397,2.5553,0.5156000000000001,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6ccc7c(ccc8ccc9ccccc9c87)c6ccc5c34)cc2c1,-6.675,-1.037,5.637,1.9312,2.554,0.6227999999999998,42.0
c1ccc2cc3c(ccc4c3ccc3c4ccc4c3ccc3ccc5c6cc7ccccc7cc6ccc5c34)cc2c1,-6.619,-1.092,5.527,1.9459,2.5293,0.5834000000000001,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6ccc7c8ccc9ccccc9c8ccc7c6ccc5c34)cc2c1,-6.683,-1.04,5.643,1.9312,2.5526,0.6214,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6ccc7c8ccccc8c8ccccc8c7c6ccc5c34)cc2c1,-6.643,-1.033,5.61,1.9762,2.5539,0.5777000000000001,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6ccc7c8ccccc8ccc7c6c6ccccc6c5c34)cc2c1,-6.652,-1.038,5.613,2.0099,2.5521,0.5421999999999998,42.0
c1ccc2cc3c(cc2c1)c1ccccc1c1c3ccc2ccc3c4ccc5c6ccccc6ccc5c4ccc3c21,-6.722,-0.981,5.741,1.9843,2.6381,0.6538000000000002,42.0
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3ccc5c6ccc7c8ccccc8ccc7c6ccc5c34)cc12,-6.735,-0.977,5.758,1.9308,2.6109,0.6800999999999999,42.0
c1ccc2c(c1)ccc1cc3ccc4c(ccc5ccc6c7ccc8c9ccccc9ccc8c7ccc6c54)c3cc12,-6.738,-0.979,5.759,1.931,2.6182,0.6871999999999998,42.0
c1ccc2cc3c(ccc4c3c3ccccc3c3ccc5c6ccc7c8ccccc8ccc7c6ccc5c34)cc2c1,-6.587,-1.125,5.462,2.0146,2.5524,0.5377999999999998,42.0
c1ccc2cc3c(ccc4c3ccc3c5ccccc5c5c6ccc7c8ccccc8ccc7c6ccc5c43)cc2c1,-6.701,-1.026,5.675,2.0034,2.5824,0.5789999999999997,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c(ccc6c7ccc8ccccc8c7c7ccccc7c56)c34)cc2c1,-6.668,-1.041,5.627,1.9914,2.5598,0.5684,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6ccc7cc8ccccc8cc7c6c6ccccc6c5c34)cc2c1,-6.612,-1.111,5.501,2.0187,2.553,0.5343,42.0
c1ccc2cc3c(ccc4c3ccc3c4ccc4ccc5c6cc7ccccc7cc6c6ccccc6c5c43)cc2c1,-6.689,-1.017,5.672,1.9674,2.5496,0.5821999999999998,42.0
c1ccc2cc3c(ccc4c3ccc3c4ccc4ccc5c6cc7ccc8ccccc8c7cc6ccc5c43)cc2c1,-6.71,-1.011,5.699,1.9364,2.5529,0.6165000000000003,42.0
c1ccc2cc3c(ccc4c3ccc3c4ccc4ccc5c6cc7c(ccc8ccccc87)cc6ccc5c43)cc2c1,-6.7,-1.008,5.692,1.9365,2.5518,0.6153,42.0
c1ccc2cc3c(ccc4c3ccc3c4ccc4c5ccccc5c5c6cc7ccccc7cc6ccc5c34)cc2c1,-6.554,-1.147,5.408,2.0182,2.5416,0.5233999999999996,42.0
c1ccc2cc3c(ccc4c3ccc3c4c4ccccc4c4ccc5c6cc7ccccc7cc6ccc5c43)cc2c1,-6.722,-1.013,5.709,1.9805,2.5698,0.5892999999999999,42.0
c1ccc2c(c1)ccc1c2c2ccccc2c2ccc3ccc4c(ccc5ccc6ccc7ccccc7c6c54)c3c21,-6.784,-0.971,5.813,2.0,2.7254,0.7254,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c(ccc6c7cc8ccccc8cc7c7ccccc7c65)c34)cc2c1,-6.697,-1.015,5.682,1.9673,2.5599,0.5925999999999998,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6ccc7cc8c(ccc9ccccc98)cc7c6ccc5c34)cc2c1,-6.686,-1.03,5.656,1.9364,2.5522,0.6158000000000001,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6ccc7cc8ccc9ccccc9c8cc7c6ccc5c34)cc2c1,-6.695,-1.032,5.663,1.9364,2.5545,0.6181000000000001,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6ccc7ccc8ccccc8c7c6c6ccccc6c5c34)cc2c1,-6.64,-1.037,5.603,2.0096,2.5523,0.5427,42.0
c1ccc2cc3c(cc2c1)c1ccccc1c1c3ccc2ccc3c4ccc5ccc6ccccc6c5c4ccc3c21,-6.704,-0.971,5.733,1.9843,2.6806,0.6963000000000001,42.0
c1ccc2cc3c(ccc4c3c3ccccc3c3ccc5c6ccc7ccc8ccccc8c7c6ccc5c34)cc2c1,-6.574,-1.111,5.463,2.0148,2.5537,0.5388999999999999,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6ccc7ccc8c9ccccc9ccc8c7c6ccc5c34)cc2c1,-6.667,-1.025,5.642,1.9311,2.5552,0.6241000000000001,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6ccc7ccc8cc9ccccc9cc8c7c6ccc5c34)cc2c1,-6.594,-1.113,5.48,1.9458,2.5471,0.6013,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6ccc7ccc8ccc9ccccc9c8c7c6ccc5c34)cc2c1,-6.642,-1.01,5.632,1.9314,2.5542,0.6227999999999998,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6ccccc6c6c(ccc7ccc8ccccc8c76)c5c34)cc2c1,-6.61,-1.109,5.501,2.0096,2.5529,0.5433000000000003,42.0
c1ccc2c(c1)ccc1c2ccc2ccc3c4c(ccc5ccc6ccccc6c54)c4c5ccccc5ccc4c3c21,-6.774,-0.939,5.835,2.0165,2.7006,0.6840999999999999,42.0
c1ccc2cc3c(ccc4c3c3ccccc3c3ccc5c6ccccc6c6c7ccccc7ccc6c5c34)cc2c1,-6.539,-1.173,5.367,2.0585,2.5554,0.4969000000000001,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6c7ccccc7ccc6c6c7ccccc7ccc6c5c34)cc2c1,-6.611,-1.067,5.544,2.0,2.5564,0.5564,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6ccc7ccccc7c6c6c7ccccc7ccc6c5c34)cc2c1,-6.606,-1.102,5.505,2.0,2.5567,0.5567000000000002,42.0
c1ccc2cc3c(ccc4c3ccc3ccc5c6ccccc6c6ccc7ccc8ccccc8c7c6c5c34)cc2c1,-6.574,-0.977,5.597,2.0098,2.5527,0.5429000000000004,42.0
c1ccc2cc3c(cc2c1)c1ccc2ccc4ccccc4c2c1c1c3ccc2ccc3c4ccccc4ccc3c21,-6.63,-1.01,5.62,2.026,2.6427,0.6167000000000002,42.0
c1ccc2c(c1)ccc1c2ccc2ccc3c4c5ccccc5ccc4c4c(ccc5ccc6ccccc6c54)c3c21,-6.748,-0.973,5.775,2.0158,2.6875,0.6717,42.0
c1ccc2cc3c(cc2c1)c1ccc2ccc4c5ccccc5ccc4c2c1c1c2ccccc2c2ccccc2c31,-6.504,-1.091,5.412,2.096,2.6351,0.5390999999999999,42.0
c1ccc2cc3c(cc2c1)c1ccc2ccc4c5ccccc5ccc4c2c1c1ccc2c4ccccc4ccc2c31,-6.605,-1.089,5.516,2.0261,2.6516,0.6255000000000002,42.0
c1ccc2cc3c(cc2c1)c1ccc2ccc4c5ccccc5ccc4c2c1c1ccc2ccc4ccccc4c2c31,-6.576,-1.075,5.501,2.0254,2.6427,0.6173000000000002,42.0
c1ccc2cc3c(cc2c1)c1ccc2ccccc2c1c1c3ccc2ccc3c4ccccc4c4ccccc4c3c21,-6.638,-1.017,5.621,2.0489,2.6525,0.6035999999999997,42.0
c1ccc2cc3c(cc2c1)c1ccccc1c1c3ccc2ccc3c4ccccc4c4ccc5ccccc5c4c3c21,-6.678,-0.973,5.705,2.0352,2.6806,0.6454,42.0
c1ccc2c(c1)ccc1c2ccc2ccc3c4cc5ccc6ccc7ccc8ccccc8c7c6c5cc4ccc3c21,-6.612,-1.059,5.553,1.9264,2.6133,0.6869000000000003,42.0
c1ccc2c(c1)ccc1ccc3cc4c(ccc5c4ccc4ccc6c7ccccc7c7ccccc7c6c45)cc3c12,-6.621,-1.069,5.551,1.9748,2.6315,0.6566999999999998,42.0
c1ccc2c(c1)ccc1c2ccc2ccc3c4cc5ccc6ccc7ccccc7c6c5cc4c4ccccc4c3c21,-6.678,-1.034,5.644,2.0031,2.6795,0.6764000000000001,42.0
c1ccc2c(c1)ccc1c3cc4ccc5c(c4cc3ccc21)c1ccccc1c1ccc2c3ccccc3ccc2c15,-6.561,-1.142,5.419,2.0103,2.5933,0.5830000000000002,42.0
c1ccc2c(c1)ccc1c3cc4ccc5c(ccc6ccc7c(ccc8ccc9ccccc9c87)c65)c4cc3ccc21,-6.652,-1.058,5.594,1.9262,2.5879,0.6617,42.0
c1ccc2c(c1)ccc1c3cc4ccc5c(ccc6ccc7c8ccc9ccccc9c8ccc7c65)c4cc3ccc21,-6.664,-1.053,5.611,1.926,2.5872,0.6612000000000002,42.0
